sb.prepare.met.point-query.warm.range100.pk1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.99		1	1	1	1.01	x.pg9325_def.x9a2_bee.pk1
1.00		1	1	inf	1.01	x.pg9426_def.x9a2_bee.pk1
1.03		1	1	1	0.97	x.pg9525_def.x9a2_bee.pk1
1.05		1	1	inf	0.95	x.pg9624_def.x9a2_bee.pk1
1.04		1	1	inf	0.96	x.pg1023_def.x9a2_bee.pk1
0.98		1	1	inf	1.02	x.pg1122_def.x9a2_bee.pk1
0.98		1	1	1	1.02	x.pg1217_def.x9a2_bee.pk1
0.97		1	1	1	1.03	x.pg1313_def.x9a2_bee.pk1
0.95		1	1	1	1.05	x.pg1411_def.x9a2_bee.pk1
0.96		1	1	1	1.04	x.pg156_def.x9a2_bee.pk1
0.96		1	1	1	1.04	x.pg162_def.x9a2_bee.pk1

sb.met.scan.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.000009	0	0	0	1310301	x.pg9023_def.x9a2_bee.pk1
0.000009	0	0	0	1296882	x.pg9124_def.x9a2_bee.pk1
0.000010	0	0	0	1303775	x.pg9224_def.x9a2_bee.pk1
0.000009	0	0	0	1368800	x.pg9325_def.x9a2_bee.pk1
0.000008	0	0	0	1396349	x.pg9426_def.x9a2_bee.pk1
0.000008	0	0	0	1393774	x.pg9525_def.x9a2_bee.pk1
0.000009	0	0	0	1374709	x.pg9624_def.x9a2_bee.pk1
0.000008	0	0	0	1466326	x.pg1023_def.x9a2_bee.pk1
0.000008	0	0	0	1467768	x.pg1122_def.x9a2_bee.pk1
0.000008	0	0	0	1458250	x.pg1217_def.x9a2_bee.pk1
0.000008	0	0	0	1469227	x.pg1313_def.x9a2_bee.pk1
0.000008	0	0	0	1595889	x.pg1411_def.x9a2_bee.pk1
0.000008	0	0	0	1592205	x.pg156_def.x9a2_bee.pk1
0.000008	0	0	0	1592610	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.00		1	1	1	0.99	x.pg9124_def.x9a2_bee.pk1
1.11		1	1	1	1.00	x.pg9224_def.x9a2_bee.pk1
1.00		1	1	1	1.04	x.pg9325_def.x9a2_bee.pk1
0.89		1	1	1	1.07	x.pg9426_def.x9a2_bee.pk1
0.89		1	1	1	1.06	x.pg9525_def.x9a2_bee.pk1
1.00		1	1	1	1.05	x.pg9624_def.x9a2_bee.pk1
0.89		1	1	1	1.12	x.pg1023_def.x9a2_bee.pk1
0.89		1	1	1	1.12	x.pg1122_def.x9a2_bee.pk1
0.89		1	1	1	1.11	x.pg1217_def.x9a2_bee.pk1
0.89		1	1	1	1.12	x.pg1313_def.x9a2_bee.pk1
0.89		1	1	1	1.22	x.pg1411_def.x9a2_bee.pk1
0.89		1	1	1	1.22	x.pg156_def.x9a2_bee.pk1
0.89		1	1	1	1.22	x.pg162_def.x9a2_bee.pk1

sb.met.delete.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001806	0	0	20.511	10672	x.pg9023_def.x9a2_bee.pk1
0.001652	0	0	19.827	13304	x.pg9124_def.x9a2_bee.pk1
0.001654	0	0	20.76	14070	x.pg9224_def.x9a2_bee.pk1
0.001762	0	0	21.296	13458	x.pg9325_def.x9a2_bee.pk1
0.001804	0	0	21.694	13440	x.pg9426_def.x9a2_bee.pk1
0.000809	0	0	0.98	21847	x.pg9525_def.x9a2_bee.pk1
0.000958	0	0	1.029	20271	x.pg9624_def.x9a2_bee.pk1
0.000968	0	0	1.049	19928	x.pg1023_def.x9a2_bee.pk1
0.000962	0	0	0.993	20400	x.pg1122_def.x9a2_bee.pk1
0.000961	0	0	1.009	19930	x.pg1217_def.x9a2_bee.pk1
0.000952	0	0	0.971	20515	x.pg1313_def.x9a2_bee.pk1
0.000825	0	0	0.85	20479	x.pg1411_def.x9a2_bee.pk1
0.000821	0	0	0.853	20462	x.pg156_def.x9a2_bee.pk1
0.000822	0	0	0.845	20612	x.pg162_def.x9a2_bee.pk1
--- relative to first result
0.91		1	1	0.97	1.25	x.pg9124_def.x9a2_bee.pk1
0.92		1	1	1.01	1.32	x.pg9224_def.x9a2_bee.pk1
0.98		1	1	1.04	1.26	x.pg9325_def.x9a2_bee.pk1
1.00		1	1	1.06	1.26	x.pg9426_def.x9a2_bee.pk1
0.45		1	1	0.05	2.05	x.pg9525_def.x9a2_bee.pk1
0.53		1	1	0.05	1.90	x.pg9624_def.x9a2_bee.pk1
0.54		1	1	0.05	1.87	x.pg1023_def.x9a2_bee.pk1
0.53		1	1	0.05	1.91	x.pg1122_def.x9a2_bee.pk1
0.53		1	1	0.05	1.87	x.pg1217_def.x9a2_bee.pk1
0.53		1	1	0.05	1.92	x.pg1313_def.x9a2_bee.pk1
0.46		1	1	0.04	1.92	x.pg1411_def.x9a2_bee.pk1
0.45		1	1	0.04	1.92	x.pg156_def.x9a2_bee.pk1
0.46		1	1	0.04	1.93	x.pg162_def.x9a2_bee.pk1

sb.met.insert.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001958	0	0	17.281	7378	x.pg9023_def.x9a2_bee.pk1
0.001788	0	0	16.231	8707	x.pg9124_def.x9a2_bee.pk1
0.001767	0	0	15.318	8590	x.pg9224_def.x9a2_bee.pk1
0.001818	0	0	16.195	8786	x.pg9325_def.x9a2_bee.pk1
0.001829	0	0	15.746	8637	x.pg9426_def.x9a2_bee.pk1
0.001131	0	0	0.644	11681	x.pg9525_def.x9a2_bee.pk1
0.001398	0	0	0.669	10709	x.pg9624_def.x9a2_bee.pk1
0.001418	0	0	0.676	10474	x.pg1023_def.x9a2_bee.pk1
0.001343	0	0	0.719	11215	x.pg1122_def.x9a2_bee.pk1
0.001389	0	0	0.708	11086	x.pg1217_def.x9a2_bee.pk1
0.001379	0	0	0.727	11015	x.pg1313_def.x9a2_bee.pk1
0.001223	0	0	0.896	11270	x.pg1411_def.x9a2_bee.pk1
0.001260	0	0	0.895	10838	x.pg156_def.x9a2_bee.pk1
0.001234	0	0	0.908	11100	x.pg162_def.x9a2_bee.pk1
--- relative to first result
0.91		1	1	0.94	1.18	x.pg9124_def.x9a2_bee.pk1
0.90		1	1	0.89	1.16	x.pg9224_def.x9a2_bee.pk1
0.93		1	1	0.94	1.19	x.pg9325_def.x9a2_bee.pk1
0.93		1	1	0.91	1.17	x.pg9426_def.x9a2_bee.pk1
0.58		1	1	0.04	1.58	x.pg9525_def.x9a2_bee.pk1
0.71		1	1	0.04	1.45	x.pg9624_def.x9a2_bee.pk1
0.72		1	1	0.04	1.42	x.pg1023_def.x9a2_bee.pk1
0.69		1	1	0.04	1.52	x.pg1122_def.x9a2_bee.pk1
0.71		1	1	0.04	1.50	x.pg1217_def.x9a2_bee.pk1
0.70		1	1	0.04	1.49	x.pg1313_def.x9a2_bee.pk1
0.62		1	1	0.05	1.53	x.pg1411_def.x9a2_bee.pk1
0.64		1	1	0.05	1.47	x.pg156_def.x9a2_bee.pk1
0.63		1	1	0.05	1.50	x.pg162_def.x9a2_bee.pk1

