wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
16.4	40.4	1.33	0.008	20	7	207.9	202.0	490.0	10.9	True	TLN	T2LN6L7X0	t:1:7-t:7:3-l:7.153:2-l:7.153:2-l:7.153:2-l:7.153:2-l:7.153:1
21.6	43.6	1.23	0.006	21	7	189.1	185.0	489.0	9.2	False	TLN	T2LN3L7X1	t:1:7-t:7:7-l:10.842:2-l:10.842:1-l:5.421:1-l:5.421:1-l:5.421:1
22.1	44.1	1.23	0.006	19	7	177.1	173.0	445.0	8.7	False	TLN	T2LN3L7X1	t:1:7-t:7:5-l:10.842:2-l:10.842:1-l:5.421:1-l:5.421:1-l:5.421:1
23.2	44.2	1.23	0.006	17	7	165.1	161.0	401.0	7.9	False	TLN	T2LN3L7X1	t:1:7-t:7:3-l:10.842:2-l:10.842:1-l:5.421:1-l:5.421:1-l:5.421:1
19.2	42.2	1.27	0.007	22	7	202.8	198.0	518.0	10.2	True	TLN	T2LN4L7X1	t:1:7-t:7:7-l:9.438:2-l:9.438:2-l:9.438:1-l:4.719:1-l:4.719:1
19.6	42.6	1.27	0.007	20	7	190.8	186.0	474.0	9.7	False	TLN	T2LN4L7X1	t:1:7-t:7:5-l:9.438:2-l:9.438:2-l:9.438:1-l:4.719:1-l:4.719:1
20.6	42.6	1.27	0.007	18	7	178.8	174.0	430.0	8.9	False	TLN	T2LN4L7X1	t:1:7-t:7:3-l:9.438:2-l:9.438:2-l:9.438:1-l:4.719:1-l:4.719:1
17.1	41.1	1.31	0.008	23	7	213.6	208.0	544.0	11.2	False	TLN	T2LN5L7X1	t:1:7-t:7:7-l:8.216:2-l:8.216:2-l:8.216:2-l:8.216:1-l:4.108:1
17.5	41.5	1.31	0.008	21	7	201.6	196.0	500.0	10.7	False	TLN	T2LN5L7X1	t:1:7-t:7:5-l:8.216:2-l:8.216:2-l:8.216:2-l:8.216:1-l:4.108:1
18.3	41.3	1.31	0.008	19	7	189.6	184.0	456.0	9.9	False	TLN	T2LN5L7X1	t:1:7-t:7:3-l:8.216:2-l:8.216:2-l:8.216:2-l:8.216:1-l:4.108:1
15.3	40.3	1.33	0.008	24	7	231.8	226.0	578.0	12.2	False	TLN	T2LN6L7X1	t:1:7-t:7:7-l:7.152:2-l:7.152:2-l:7.152:2-l:7.152:2-l:7.152:1
15.6	40.6	1.33	0.008	22	7	219.8	214.0	534.0	11.7	False	TLN	T2LN6L7X1	t:1:7-t:7:5-l:7.152:2-l:7.152:2-l:7.152:2-l:7.152:2-l:7.152:1
16.4	40.4	1.32	0.008	20	7	207.8	202.0	490.0	10.9	False	TLN	T2LN6L7X1	t:1:7-t:7:3-l:7.152:2-l:7.152:2-l:7.152:2-l:7.152:2-l:7.152:1
22.1	43.1	1.16	0.006	26	7	228.9	226.0	610.0	11.0	True	TL	T3L7	t:1:7-t:7:7-t:7:7-l:7.192:1-l:7.192:1-l:7.192:1-l:7.192:1
22.4	43.4	1.16	0.006	24	7	210.9	208.0	560.0	10.5	False	TL	T3L7	t:1:7-t:7:7-t:7:5-l:7.192:1-l:7.192:1-l:7.192:1-l:7.192:1
23.2	43.2	1.16	0.006	22	7	192.9	190.0	510.0	9.7	False	TL	T3L7	t:1:7-t:7:7-t:7:3-l:7.192:1-l:7.192:1-l:7.192:1-l:7.192:1
19.2	41.2	1.17	0.006	27	7	240.9	238.0	638.0	12.0	False	TLN	T3LN4L7X0	t:1:7-t:7:7-t:7:7-l:7.192:2-l:7.192:1-l:7.192:1-l:7.192:1
19.5	41.5	1.17	0.006	25	7	223.0	220.0	588.0	11.5	False	TLN	T3LN4L7X0	t:1:7-t:7:7-t:7:5-l:7.192:2-l:7.192:1-l:7.192:1-l:7.192:1
20.3	41.3	1.17	0.006	23	7	205.0	202.0	538.0	10.7	False	TLN	T3LN4L7X0	t:1:7-t:7:7-t:7:3-l:7.192:2-l:7.192:1-l:7.192:1-l:7.192:1
16.3	39.3	1.19	0.006	28	7	256.3	253.0	669.0	13.0	False	TLN	T3LN5L7X0	t:1:7-t:7:7-t:7:7-l:7.192:2-l:7.192:2-l:7.192:1-l:7.192:1
16.7	39.7	1.19	0.006	26	7	238.3	235.0	619.0	12.5	False	TLN	T3LN5L7X0	t:1:7-t:7:7-t:7:5-l:7.192:2-l:7.192:2-l:7.192:1-l:7.192:1
17.4	39.4	1.18	0.006	24	7	220.3	217.0	569.0	11.7	False	TLN	T3LN5L7X0	t:1:7-t:7:7-t:7:3-l:7.192:2-l:7.192:2-l:7.192:1-l:7.192:1
13.5	37.5	1.33	0.008	29	7	276.8	271.0	703.0	14.0	False	TLN	T3LN6L7X0	t:1:7-t:7:7-t:7:7-l:7.192:2-l:7.192:2-l:7.192:2-l:7.192:1
13.8	37.8	1.32	0.008	27	7	258.8	253.0	653.0	13.5	False	TLN	T3LN6L7X0	t:1:7-t:7:7-t:7:5-l:7.192:2-l:7.192:2-l:7.192:2-l:7.192:1
14.5	37.5	1.32	0.008	25	7	240.8	235.0	603.0	12.7	False	TLN	T3LN6L7X0	t:1:7-t:7:7-t:7:3-l:7.192:2-l:7.192:2-l:7.192:2-l:7.192:1
17.4	39.4	1.25	0.007	27	7	243.4	239.0	639.0	12.0	True	TLN	T3LN4L7X1	t:1:7-t:7:7-t:7:7-l:10.170:2-l:10.170:1-l:5.085:1-l:5.085:1
17.8	39.8	1.25	0.007	25	7	225.4	221.0	589.0	11.5	False	TLN	T3LN4L7X1	t:1:7-t:7:7-t:7:5-l:10.170:2-l:10.170:1-l:5.085:1-l:5.085:1
18.9	39.9	1.24	0.007	23	7	207.4	203.0	539.0	10.7	False	TLN	T3LN4L7X1	t:1:7-t:7:7-t:7:3-l:10.170:2-l:10.170:1-l:5.085:1-l:5.085:1
15.2	38.2	1.3	0.007	28	7	258.3	253.0	669.0	13.0	False	TLN	T3LN5L7X1	t:1:7-t:7:7-t:7:7-l:8.552:2-l:8.552:2-l:8.552:1-l:4.276:1
15.6	38.6	1.3	0.007	26	7	240.3	235.0	619.0	12.5	False	TLN	T3LN5L7X1	t:1:7-t:7:7-t:7:5-l:8.552:2-l:8.552:2-l:8.552:1-l:4.276:1
16.5	38.5	1.3	0.007	24	7	222.3	217.0	569.0	11.7	False	TLN	T3LN5L7X1	t:1:7-t:7:7-t:7:3-l:8.552:2-l:8.552:2-l:8.552:1-l:4.276:1
17.4	38.4	1.18	0.006	32	7	300.6	298.0	778.0	13.8	True	TL	T4L7	t:1:7-t:7:7-t:7:7-t:7:7-l:7.257:1-l:7.257:1-l:7.257:1
17.8	38.8	1.17	0.006	30	7	276.8	274.0	722.0	13.3	False	TL	T4L7	t:1:7-t:7:7-t:7:7-t:7:5-l:7.257:1-l:7.257:1-l:7.257:1
18.5	38.5	1.17	0.006	28	7	252.9	250.0	666.0	12.6	False	TL	T4L7	t:1:7-t:7:7-t:7:7-t:7:3-l:7.257:1-l:7.257:1-l:7.257:1
14.5	36.5	1.2	0.006	33	7	315.9	313.0	809.0	14.8	False	TLN	T4LN5L7X0	t:1:7-t:7:7-t:7:7-t:7:7-l:7.257:2-l:7.257:1-l:7.257:1
14.9	36.9	1.19	0.006	31	7	292.2	289.0	753.0	14.3	False	TLN	T4LN5L7X0	t:1:7-t:7:7-t:7:7-t:7:5-l:7.257:2-l:7.257:1-l:7.257:1
15.6	36.6	1.19	0.006	29	7	268.2	265.0	697.0	13.6	False	TLN	T4LN5L7X0	t:1:7-t:7:7-t:7:7-t:7:3-l:7.257:2-l:7.257:1-l:7.257:1
11.6	34.6	1.33	0.008	34	7	336.4	331.0	843.0	15.8	True	TLN	T4LN6L7X0	t:1:7-t:7:7-t:7:7-t:7:7-l:7.257:2-l:7.257:2-l:7.257:1
12.0	35.0	1.33	0.008	32	7	312.6	307.0	787.0	15.3	True	TLN	T4LN6L7X0	t:1:7-t:7:7-t:7:7-t:7:5-l:7.257:2-l:7.257:2-l:7.257:1
12.7	34.7	1.32	0.008	30	7	288.7	283.0	731.0	14.6	True	TLN	T4LN6L7X0	t:1:7-t:7:7-t:7:7-t:7:3-l:7.257:2-l:7.257:2-l:7.257:1
13.4	35.4	1.29	0.007	33	7	317.6	313.0	809.0	14.8	False	TLN	T4LN5L7X1	t:1:7-t:7:7-t:7:7-t:7:7-l:9.142:2-l:9.142:1-l:4.571:1
13.8	35.8	1.28	0.007	31	7	293.8	289.0	753.0	14.3	False	TLN	T4LN5L7X1	t:1:7-t:7:7-t:7:7-t:7:5-l:9.142:2-l:9.142:1-l:4.571:1
14.8	35.8	1.28	0.007	29	7	269.9	265.0	697.0	13.6	False	TLN	T4LN5L7X1	t:1:7-t:7:7-t:7:7-t:7:3-l:9.142:2-l:9.142:1-l:4.571:1
11.6	34.6	1.33	0.008	34	7	336.4	331.0	843.0	15.8	True	TLN	T4LN6L7X1	t:1:7-t:7:7-t:7:7-t:7:7-l:7.256:2-l:7.256:2-l:7.256:1
12.0	35.0	1.33	0.008	32	7	312.6	307.0	787.0	15.3	True	TLN	T4LN6L7X1	t:1:7-t:7:7-t:7:7-t:7:5-l:7.256:2-l:7.256:2-l:7.256:1
12.7	34.7	1.32	0.008	30	7	288.7	283.0	731.0	14.6	True	TLN	T4LN6L7X1	t:1:7-t:7:7-t:7:7-t:7:3-l:7.256:2-l:7.256:2-l:7.256:1
12.8	33.8	1.28	0.007	38	7	387.7	388.0	964.0	16.6	False	TL	T5L7	t:1:7-t:7:7-t:7:7-t:7:7-t:7:7-l:7.389:1-l:7.389:1
13.1	34.1	1.25	0.007	36	7	359.8	358.0	902.0	16.1	False	TL	T5L7	t:1:7-t:7:7-t:7:7-t:7:7-t:7:5-l:7.389:1-l:7.389:1
13.9	33.9	1.21	0.006	34	7	330.8	328.0	840.0	15.4	False	TL	T5L7	t:1:7-t:7:7-t:7:7-t:7:7-t:7:3-l:7.389:1-l:7.389:1
9.8	31.8	1.42	0.009	39	7	408.1	406.0	998.0	17.6	True	TLN	T5LN6L7X0	t:1:7-t:7:7-t:7:7-t:7:7-t:7:7-l:7.389:2-l:7.389:1
10.1	32.1	1.38	0.008	37	7	380.2	376.0	936.0	17.1	True	TLN	T5LN6L7X0	t:1:7-t:7:7-t:7:7-t:7:7-t:7:5-l:7.389:2-l:7.389:1
10.9	31.9	1.35	0.008	35	7	351.2	346.0	874.0	16.4	True	TLN	T5LN6L7X0	t:1:7-t:7:7-t:7:7-t:7:7-t:7:3-l:7.389:2-l:7.389:1
9.8	31.8	1.42	0.009	39	7	408.1	406.0	998.0	17.6	True	TLN	T5LN6L7X1	t:1:7-t:7:7-t:7:7-t:7:7-t:7:7-l:7.388:2-l:7.388:1
10.1	32.1	1.38	0.008	37	7	380.2	376.0	936.0	17.1	True	TLN	T5LN6L7X1	t:1:7-t:7:7-t:7:7-t:7:7-t:7:5-l:7.388:2-l:7.388:1
10.9	31.9	1.35	0.008	35	7	351.2	346.0	874.0	16.4	True	TLN	T5LN6L7X1	t:1:7-t:7:7-t:7:7-t:7:7-t:7:3-l:7.388:2-l:7.388:1
7.9	28.9	2.05	0.017	44	7	469.0	496.0	1168.0	19.4	False	TL	T6L7	t:1:7-t:7:7-t:7:7-t:7:7-t:7:7-t:7:7-l:7.799:1
8.2	29.2	1.79	0.014	42	7	451.5	460.0	1100.0	18.9	False	TL	T6L7	t:1:7-t:7:7-t:7:7-t:7:7-t:7:7-t:7:5-l:7.799:1
9.1	29.1	1.53	0.01	40	7	424.7	424.0	1032.0	18.2	False	TL	T6L7	t:1:7-t:7:7-t:7:7-t:7:7-t:7:7-t:7:3-l:7.799:1
28.7	49.7	1.23	0.006	13	8	146.1	142.0	318.0	4.9	True	TL	T1L8	t:1:5-l:5.384:1-l:5.384:1-l:5.384:1-l:5.384:1-l:5.384:1-l:5.384:1-l:5.384:1
29.3	49.3	1.23	0.006	11	8	140.1	136.0	280.0	4.1	False	TL	T1L8	t:1:3-l:5.384:1-l:5.384:1-l:5.384:1-l:5.384:1-l:5.384:1-l:5.384:1-l:5.384:1
30.0	49.0	1.23	0.006	10	8	137.1	133.0	261.0	3.5	False	TL	T1L8	t:1:2-l:5.384:1-l:5.384:1-l:5.384:1-l:5.384:1-l:5.384:1-l:5.384:1-l:5.384:1
25.7	46.7	1.22	0.006	17	8	170.0	166.0	406.0	7.2	True	TL	T2L8	t:1:5-t:5:5-l:5.450:1-l:5.450:1-l:5.450:1-l:5.450:1-l:5.450:1-l:5.450:1
26.3	46.3	1.22	0.006	15	8	158.0	154.0	362.0	6.5	False	TL	T2L8	t:1:5-t:5:3-l:5.450:1-l:5.450:1-l:5.450:1-l:5.450:1-l:5.450:1-l:5.450:1
27.0	46.0	1.22	0.006	14	8	152.0	148.0	340.0	5.9	False	TL	T2L8	t:1:5-t:5:2-l:5.450:1-l:5.450:1-l:5.450:1-l:5.450:1-l:5.450:1-l:5.450:1
22.6	43.6	1.22	0.006	21	8	202.0	198.0	502.0	9.5	True	TL	T3L8	t:1:5-t:5:5-t:5:5-l:5.545:1-l:5.545:1-l:5.545:1-l:5.545:1-l:5.545:1
23.2	43.2	1.22	0.006	19	8	186.0	182.0	454.0	8.8	False	TL	T3L8	t:1:5-t:5:5-t:5:3-l:5.545:1-l:5.545:1-l:5.545:1-l:5.545:1-l:5.545:1
24.0	43.0	1.22	0.006	18	8	178.0	174.0	430.0	8.2	False	TL	T3L8	t:1:5-t:5:5-t:5:2-l:5.545:1-l:5.545:1-l:5.545:1-l:5.545:1-l:5.545:1
20.4	42.4	1.22	0.006	22	8	213.0	209.0	529.0	10.5	True	TLN	T3LN4L8X0	t:1:5-t:5:5-t:5:5-l:5.545:2-l:5.545:1-l:5.545:1-l:5.545:1-l:5.545:1
21.0	42.0	1.22	0.006	20	8	197.0	193.0	481.0	9.8	False	TLN	T3LN4L8X0	t:1:5-t:5:5-t:5:3-l:5.545:2-l:5.545:1-l:5.545:1-l:5.545:1-l:5.545:1
21.7	41.7	1.22	0.006	19	8	189.0	185.0	457.0	9.2	False	TLN	T3LN4L8X0	t:1:5-t:5:5-t:5:2-l:5.545:2-l:5.545:1-l:5.545:1-l:5.545:1-l:5.545:1
18.2	41.2	1.23	0.006	23	8	226.1	222.0	558.0	11.5	True	TLN	T3LN5L8X0	t:1:5-t:5:5-t:5:5-l:5.545:2-l:5.545:2-l:5.545:1-l:5.545:1-l:5.545:1
18.8	40.8	1.23	0.006	21	8	210.1	206.0	510.0	10.8	False	TLN	T3LN5L8X0	t:1:5-t:5:5-t:5:3-l:5.545:2-l:5.545:2-l:5.545:1-l:5.545:1-l:5.545:1
19.5	40.5	1.23	0.006	20	8	202.1	198.0	486.0	10.2	False	TLN	T3LN5L8X0	t:1:5-t:5:5-t:5:2-l:5.545:2-l:5.545:2-l:5.545:1-l:5.545:1-l:5.545:1
16.0	40.0	1.26	0.007	24	8	242.7	238.0	590.0	12.5	False	TLN	T3LN6L8X0	t:1:5-t:5:5-t:5:5-l:5.545:2-l:5.545:2-l:5.545:2-l:5.545:1-l:5.545:1
16.6	39.6	1.26	0.007	22	8	226.7	222.0	542.0	11.8	False	TLN	T3LN6L8X0	t:1:5-t:5:5-t:5:3-l:5.545:2-l:5.545:2-l:5.545:2-l:5.545:1-l:5.545:1
17.3	39.3	1.26	0.007	21	8	218.7	214.0	518.0	11.2	False	TLN	T3LN6L8X0	t:1:5-t:5:5-t:5:2-l:5.545:2-l:5.545:2-l:5.545:2-l:5.545:1-l:5.545:1
13.8	38.8	1.44	0.009	25	8	263.9	256.0	624.0	13.5	True	TLN	T3LN7L8X0	t:1:5-t:5:5-t:5:5-l:5.545:2-l:5.545:2-l:5.545:2-l:5.545:2-l:5.545:1
14.4	38.4	1.44	0.009	23	8	247.9	240.0	576.0	12.8	True	TLN	T3LN7L8X0	t:1:5-t:5:5-t:5:3-l:5.545:2-l:5.545:2-l:5.545:2-l:5.545:2-l:5.545:1
15.1	38.1	1.44	0.009	22	8	239.9	232.0	552.0	12.2	True	TLN	T3LN7L8X0	t:1:5-t:5:5-t:5:2-l:5.545:2-l:5.545:2-l:5.545:2-l:5.545:2-l:5.545:1
18.8	40.8	1.31	0.008	22	8	215.6	210.0	530.0	10.5	False	TLN	T3LN4L8X1	t:1:5-t:5:5-t:5:5-l:8.404:2-l:8.404:1-l:4.202:1-l:4.202:1-l:4.202:1
19.7	40.7	1.31	0.008	20	8	199.6	194.0	482.0	9.8	False	TLN	T3LN4L8X1	t:1:5-t:5:5-t:5:3-l:8.404:2-l:8.404:1-l:4.202:1-l:4.202:1-l:4.202:1
20.8	40.8	1.31	0.008	19	8	191.6	186.0	458.0	9.2	False	TLN	T3LN4L8X1	t:1:5-t:5:5-t:5:2-l:8.404:2-l:8.404:1-l:4.202:1-l:4.202:1-l:4.202:1
16.9	39.9	1.37	0.008	23	8	232.7	226.0	562.0	11.5	False	TLN	T3LN5L8X1	t:1:5-t:5:5-t:5:5-l:7.316:2-l:7.316:2-l:7.316:1-l:3.658:1-l:3.658:1
17.7	39.7	1.37	0.008	21	8	216.7	210.0	514.0	10.8	False	TLN	T3LN5L8X1	t:1:5-t:5:5-t:5:3-l:7.316:2-l:7.316:2-l:7.316:1-l:3.658:1-l:3.658:1
18.6	39.6	1.37	0.008	20	8	208.7	202.0	490.0	10.2	False	TLN	T3LN5L8X1	t:1:5-t:5:5-t:5:2-l:7.316:2-l:7.316:2-l:7.316:1-l:3.658:1-l:3.658:1
15.2	39.2	1.43	0.009	24	8	246.8	239.0	591.0	12.5	False	TLN	T3LN6L8X1	t:1:5-t:5:5-t:5:5-l:6.370:2-l:6.370:2-l:6.370:2-l:6.370:1-l:3.185:1
15.9	38.9	1.43	0.009	22	8	230.8	223.0	543.0	11.8	False	TLN	T3LN6L8X1	t:1:5-t:5:5-t:5:3-l:6.370:2-l:6.370:2-l:6.370:2-l:6.370:1-l:3.185:1
16.7	38.7	1.43	0.009	21	8	222.8	215.0	519.0	11.2	False	TLN	T3LN6L8X1	t:1:5-t:5:5-t:5:2-l:6.370:2-l:6.370:2-l:6.370:2-l:6.370:1-l:3.185:1
13.8	38.8	1.44	0.009	25	8	263.9	256.0	624.0	13.5	True	TLN	T3LN7L8X1	t:1:5-t:5:5-t:5:5-l:5.546:2-l:5.546:2-l:5.546:2-l:5.546:2-l:5.546:1
14.4	38.4	1.44	0.009	23	8	247.9	240.0	576.0	12.8	True	TLN	T3LN7L8X1	t:1:5-t:5:5-t:5:3-l:5.546:2-l:5.546:2-l:5.546:2-l:5.546:2-l:5.546:1
15.1	38.1	1.44	0.009	22	8	239.9	232.0	552.0	12.2	True	TLN	T3LN7L8X1	t:1:5-t:5:5-t:5:2-l:5.546:2-l:5.546:2-l:5.546:2-l:5.546:2-l:5.546:1
19.6	40.6	1.22	0.006	25	8	239.8	236.0	604.0	11.8	True	TL	T4L8	t:1:5-t:5:5-t:5:5-t:5:5-l:5.690:1-l:5.690:1-l:5.690:1-l:5.690:1
20.2	40.2	1.22	0.006	23	8	219.9	216.0	552.0	11.1	False	TL	T4L8	t:1:5-t:5:5-t:5:5-t:5:3-l:5.690:1-l:5.690:1-l:5.690:1-l:5.690:1
20.9	39.9	1.22	0.006	22	8	209.9	206.0	526.0	10.5	False	TL	T4L8	t:1:5-t:5:5-t:5:5-t:5:2-l:5.690:1-l:5.690:1-l:5.690:1-l:5.690:1
17.3	39.3	1.22	0.006	26	8	252.9	249.0	633.0	12.8	False	TLN	T4LN5L8X0	t:1:5-t:5:5-t:5:5-t:5:5-l:5.690:2-l:5.690:1-l:5.690:1-l:5.690:1
17.9	38.9	1.22	0.006	24	8	233.0	229.0	581.0	12.1	False	TLN	T4LN5L8X0	t:1:5-t:5:5-t:5:5-t:5:3-l:5.690:2-l:5.690:1-l:5.690:1-l:5.690:1
18.7	38.7	1.22	0.006	23	8	223.0	219.0	555.0	11.5	False	TLN	T4LN5L8X0	t:1:5-t:5:5-t:5:5-t:5:2-l:5.690:2-l:5.690:1-l:5.690:1-l:5.690:1
15.0	38.0	1.25	0.007	27	8	268.5	264.0	664.0	13.8	False	TLN	T4LN6L8X0	t:1:5-t:5:5-t:5:5-t:5:5-l:5.690:2-l:5.690:2-l:5.690:1-l:5.690:1
15.6	37.6	1.25	0.007	25	8	248.5	244.0	612.0	13.1	False	TLN	T4LN6L8X0	t:1:5-t:5:5-t:5:5-t:5:3-l:5.690:2-l:5.690:2-l:5.690:1-l:5.690:1
16.4	37.4	1.25	0.007	24	8	238.5	234.0	586.0	12.5	False	TLN	T4LN6L8X0	t:1:5-t:5:5-t:5:5-t:5:2-l:5.690:2-l:5.690:2-l:5.690:1-l:5.690:1
12.7	36.7	1.43	0.009	28	8	289.7	282.0	698.0	14.8	False	TLN	T4LN7L8X0	t:1:5-t:5:5-t:5:5-t:5:5-l:5.690:2-l:5.690:2-l:5.690:2-l:5.690:1
13.3	36.3	1.43	0.009	26	8	269.7	262.0	646.0	14.1	False	TLN	T4LN7L8X0	t:1:5-t:5:5-t:5:5-t:5:3-l:5.690:2-l:5.690:2-l:5.690:2-l:5.690:1
14.1	36.1	1.43	0.009	25	8	259.7	252.0	620.0	13.5	False	TLN	T4LN7L8X0	t:1:5-t:5:5-t:5:5-t:5:2-l:5.690:2-l:5.690:2-l:5.690:2-l:5.690:1
15.9	37.9	1.33	0.008	26	8	255.9	250.0	634.0	12.8	True	TLN	T4LN5L8X1	t:1:5-t:5:5-t:5:5-t:5:5-l:8.048:2-l:8.048:1-l:4.024:1-l:4.024:1
16.8	37.8	1.33	0.008	24	8	235.9	230.0	582.0	12.1	False	TLN	T4LN5L8X1	t:1:5-t:5:5-t:5:5-t:5:3-l:8.048:2-l:8.048:1-l:4.024:1-l:4.024:1
17.9	37.9	1.33	0.008	23	8	225.9	220.0	556.0	11.5	False	TLN	T4LN5L8X1	t:1:5-t:5:5-t:5:5-t:5:2-l:8.048:2-l:8.048:1-l:4.024:1-l:4.024:1
14.2	37.2	1.4	0.009	27	8	274.1	267.0	667.0	13.8	False	TLN	T4LN6L8X1	t:1:5-t:5:5-t:5:5-t:5:5-l:6.768:2-l:6.768:2-l:6.768:1-l:3.384:1
14.9	36.9	1.4	0.009	25	8	254.2	247.0	615.0	13.1	False	TLN	T4LN6L8X1	t:1:5-t:5:5-t:5:5-t:5:3-l:6.768:2-l:6.768:2-l:6.768:1-l:3.384:1
15.8	36.8	1.4	0.009	24	8	244.2	237.0	589.0	12.5	False	TLN	T4LN6L8X1	t:1:5-t:5:5-t:5:5-t:5:2-l:6.768:2-l:6.768:2-l:6.768:1-l:3.384:1
16.5	37.5	1.23	0.006	29	8	291.5	288.0	720.0	14.2	True	TL	T5L8	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-l:5.941:1-l:5.941:1-l:5.941:1
17.1	37.1	1.22	0.006	27	8	265.7	262.0	662.0	13.4	False	TL	T5L8	t:1:5-t:5:5-t:5:5-t:5:5-t:5:3-l:5.941:1-l:5.941:1-l:5.941:1
17.9	36.9	1.21	0.006	26	8	252.7	249.0	633.0	12.8	False	TL	T5L8	t:1:5-t:5:5-t:5:5-t:5:5-t:5:2-l:5.941:1-l:5.941:1-l:5.941:1
14.1	36.1	1.25	0.007	30	8	307.0	303.0	751.0	15.2	False	TLN	T5LN6L8X0	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-l:5.941:2-l:5.941:1-l:5.941:1
14.7	35.7	1.25	0.007	28	8	281.2	277.0	693.0	14.4	False	TLN	T5LN6L8X0	t:1:5-t:5:5-t:5:5-t:5:5-t:5:3-l:5.941:2-l:5.941:1-l:5.941:1
15.5	35.5	1.24	0.007	27	8	268.2	264.0	664.0	13.8	False	TLN	T5LN6L8X0	t:1:5-t:5:5-t:5:5-t:5:5-t:5:2-l:5.941:2-l:5.941:1-l:5.941:1
11.7	34.7	1.42	0.009	31	8	328.1	321.0	785.0	16.2	True	TLN	T5LN7L8X0	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-l:5.941:2-l:5.941:2-l:5.941:1
12.3	34.3	1.41	0.009	29	8	302.3	295.0	727.0	15.4	True	TLN	T5LN7L8X0	t:1:5-t:5:5-t:5:5-t:5:5-t:5:3-l:5.941:2-l:5.941:2-l:5.941:1
13.1	34.1	1.41	0.009	28	8	289.3	282.0	698.0	14.8	True	TLN	T5LN7L8X0	t:1:5-t:5:5-t:5:5-t:5:5-t:5:2-l:5.941:2-l:5.941:2-l:5.941:1
13.2	35.2	1.37	0.008	30	8	312.1	306.0	754.0	15.2	True	TLN	T5LN6L8X1	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-l:7.486:2-l:7.486:1-l:3.743:1
14.0	35.0	1.36	0.008	28	8	286.3	280.0	696.0	14.4	False	TLN	T5LN6L8X1	t:1:5-t:5:5-t:5:5-t:5:5-t:5:3-l:7.486:2-l:7.486:1-l:3.743:1
15.0	35.0	1.35	0.008	27	8	273.3	267.0	667.0	13.8	False	TLN	T5LN6L8X1	t:1:5-t:5:5-t:5:5-t:5:5-t:5:2-l:7.486:2-l:7.486:1-l:3.743:1
11.7	34.7	1.42	0.009	31	8	328.1	321.0	785.0	16.2	True	TLN	T5LN7L8X1	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-l:5.942:2-l:5.942:2-l:5.942:1
12.3	34.3	1.41	0.009	29	8	302.3	295.0	727.0	15.4	True	TLN	T5LN7L8X1	t:1:5-t:5:5-t:5:5-t:5:5-t:5:3-l:5.942:2-l:5.942:2-l:5.942:1
13.1	34.1	1.41	0.009	28	8	289.3	282.0	698.0	14.8	True	TLN	T5LN7L8X1	t:1:5-t:5:5-t:5:5-t:5:5-t:5:2-l:5.942:2-l:5.942:2-l:5.942:1
13.2	34.2	1.3	0.007	33	8	350.2	348.0	844.0	16.5	False	TL	T6L8	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:5-l:6.476:1-l:6.476:1
13.9	33.9	1.26	0.007	31	8	321.5	318.0	782.0	15.7	False	TL	T6L8	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:3-l:6.476:1-l:6.476:1
14.8	33.8	1.23	0.006	30	8	306.6	303.0	751.0	15.2	False	TL	T6L8	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:2-l:6.476:1-l:6.476:1
10.6	32.6	1.46	0.009	34	8	371.0	366.0	878.0	17.5	False	TLN	T6LN7L8X0	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:5-l:6.476:2-l:6.476:1
11.3	32.3	1.41	0.009	32	8	342.3	336.0	816.0	16.7	False	TLN	T6LN7L8X0	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:3-l:6.476:2-l:6.476:1
12.2	32.2	1.39	0.009	31	8	327.4	321.0	785.0	16.2	False	TLN	T6LN7L8X0	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:2-l:6.476:2-l:6.476:1
9.3	30.3	1.75	0.013	37	8	410.0	415.0	975.0	18.8	False	TL	T7L8	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:5-l:8.389:1
10.2	30.2	1.51	0.01	35	8	383.8	381.0	909.0	18.1	False	TL	T7L8	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:3-l:8.389:1
11.4	30.4	1.39	0.009	34	8	367.7	364.0	876.0	17.5	False	TL	T7L8	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:2-l:8.389:1
27.3	47.3	1.3	0.007	13	9	156.4	151.0	327.0	4.6	False	TL	T1L9	t:1:4-l:4.362:1-l:4.362:1-l:4.362:1-l:4.362:1-l:4.362:1-l:4.362:1-l:4.362:1-l:4.362:1
