wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
23.1	52.1	1.07	0.004	34	5	248.8	248.0	760.0	11.9	False	TLN	T1LN3L5X0	t:1:19-l:19.027:6-l:19.027:6-l:19.027:1-l:19.027:1
23.4	51.4	1.07	0.004	29	5	233.8	233.0	665.0	11.4	False	TLN	T1LN3L5X0	t:1:14-l:19.027:6-l:19.027:6-l:19.027:1-l:19.027:1
24.0	52.0	1.07	0.004	24	5	218.8	218.0	570.0	10.8	False	TLN	T1LN3L5X0	t:1:9-l:19.027:6-l:19.027:6-l:19.027:1-l:19.027:1
26.1	52.1	1.07	0.004	19	5	203.8	203.0	475.0	9.6	False	TLN	T1LN3L5X0	t:1:4-l:19.027:6-l:19.027:6-l:19.027:1-l:19.027:1
29.9	54.9	1.07	0.004	17	5	197.8	197.0	437.0	8.6	True	TLN	T1LN3L5X0	t:1:2-l:19.027:6-l:19.027:6-l:19.027:1-l:19.027:1
22.4	51.4	1.07	0.004	36	5	268.7	268.0	812.0	12.3	False	TLN	T1LN3L5X0	t:1:19-l:19.027:7-l:19.027:7-l:19.027:1-l:19.027:1
22.7	50.7	1.07	0.004	31	5	253.7	253.0	717.0	11.9	False	TLN	T1LN3L5X0	t:1:14-l:19.027:7-l:19.027:7-l:19.027:1-l:19.027:1
23.3	51.3	1.07	0.004	26	5	238.7	238.0	622.0	11.3	False	TLN	T1LN3L5X0	t:1:9-l:19.027:7-l:19.027:7-l:19.027:1-l:19.027:1
25.4	51.4	1.07	0.004	21	5	223.7	223.0	527.0	10.1	False	TLN	T1LN3L5X0	t:1:4-l:19.027:7-l:19.027:7-l:19.027:1-l:19.027:1
29.2	54.2	1.07	0.004	19	5	217.7	217.0	489.0	9.1	True	TLN	T1LN3L5X0	t:1:2-l:19.027:7-l:19.027:7-l:19.027:1-l:19.027:1
21.8	50.8	1.08	0.004	38	5	288.5	288.0	864.0	12.7	False	TLN	T1LN3L5X0	t:1:19-l:19.027:8-l:19.027:8-l:19.027:1-l:19.027:1
22.1	50.1	1.08	0.004	33	5	273.5	273.0	769.0	12.3	False	TLN	T1LN3L5X0	t:1:14-l:19.027:8-l:19.027:8-l:19.027:1-l:19.027:1
22.7	50.7	1.08	0.004	28	5	258.5	258.0	674.0	11.6	False	TLN	T1LN3L5X0	t:1:9-l:19.027:8-l:19.027:8-l:19.027:1-l:19.027:1
24.8	50.8	1.08	0.004	23	5	243.5	243.0	579.0	10.5	False	TLN	T1LN3L5X0	t:1:4-l:19.027:8-l:19.027:8-l:19.027:1-l:19.027:1
28.6	53.6	1.08	0.004	21	5	237.5	237.0	541.0	9.5	True	TLN	T1LN3L5X0	t:1:2-l:19.027:8-l:19.027:8-l:19.027:1-l:19.027:1
25.6	51.6	1.11	0.005	27	5	186.0	184.0	584.0	9.7	True	TLN	T1LN4L5X0	t:1:19-l:19.027:2-l:19.027:2-l:19.027:2-l:19.027:1
25.9	50.9	1.11	0.005	22	5	171.0	169.0	489.0	9.3	True	TLN	T1LN4L5X0	t:1:14-l:19.027:2-l:19.027:2-l:19.027:2-l:19.027:1
26.5	51.5	1.11	0.005	17	5	156.0	154.0	394.0	8.6	True	TLN	T1LN4L5X0	t:1:9-l:19.027:2-l:19.027:2-l:19.027:2-l:19.027:1
28.6	51.6	1.11	0.005	12	5	141.0	139.0	299.0	7.5	True	TLN	T1LN4L5X0	t:1:4-l:19.027:2-l:19.027:2-l:19.027:2-l:19.027:1
32.4	54.4	1.11	0.005	10	5	135.0	133.0	261.0	6.5	True	TLN	T1LN4L5X0	t:1:2-l:19.027:2-l:19.027:2-l:19.027:2-l:19.027:1
18.0	47.0	1.17	0.006	30	5	221.7	220.0	668.0	11.5	True	TLN	T1LN4L5X0	t:1:19-l:19.027:3-l:19.027:3-l:19.027:3-l:19.027:1
18.3	46.3	1.17	0.006	25	5	206.7	205.0	573.0	11.0	True	TLN	T1LN4L5X0	t:1:14-l:19.027:3-l:19.027:3-l:19.027:3-l:19.027:1
18.9	46.9	1.17	0.006	20	5	191.7	190.0	478.0	10.4	True	TLN	T1LN4L5X0	t:1:9-l:19.027:3-l:19.027:3-l:19.027:3-l:19.027:1
21.0	47.0	1.17	0.006	15	5	176.7	175.0	383.0	9.2	True	TLN	T1LN4L5X0	t:1:4-l:19.027:3-l:19.027:3-l:19.027:3-l:19.027:1
24.8	49.8	1.17	0.006	13	5	170.7	169.0	345.0	8.2	True	TLN	T1LN4L5X0	t:1:2-l:19.027:3-l:19.027:3-l:19.027:3-l:19.027:1
14.2	43.2	1.22	0.006	33	5	256.5	256.0	752.0	12.7	True	TLN	T1LN4L5X0	t:1:19-l:19.027:4-l:19.027:4-l:19.027:4-l:19.027:1
14.5	42.5	1.22	0.006	28	5	241.5	241.0	657.0	12.3	True	TLN	T1LN4L5X0	t:1:14-l:19.027:4-l:19.027:4-l:19.027:4-l:19.027:1
15.1	43.1	1.22	0.006	23	5	226.5	226.0	562.0	11.6	True	TLN	T1LN4L5X0	t:1:9-l:19.027:4-l:19.027:4-l:19.027:4-l:19.027:1
17.2	43.2	1.22	0.006	18	5	211.5	211.0	467.0	10.5	True	TLN	T1LN4L5X0	t:1:4-l:19.027:4-l:19.027:4-l:19.027:4-l:19.027:1
21.0	46.0	1.22	0.006	16	5	205.5	205.0	429.0	9.5	True	TLN	T1LN4L5X0	t:1:2-l:19.027:4-l:19.027:4-l:19.027:4-l:19.027:1
11.9	43.9	1.28	0.007	36	5	290.4	292.0	836.0	13.7	True	TLN	T1LN4L5X0	t:1:19-l:19.027:5-l:19.027:5-l:19.027:5-l:19.027:1
12.2	43.2	1.28	0.007	31	5	275.4	277.0	741.0	13.2	True	TLN	T1LN4L5X0	t:1:14-l:19.027:5-l:19.027:5-l:19.027:5-l:19.027:1
12.8	43.8	1.28	0.007	26	5	260.4	262.0	646.0	12.6	True	TLN	T1LN4L5X0	t:1:9-l:19.027:5-l:19.027:5-l:19.027:5-l:19.027:1
14.9	43.9	1.28	0.007	21	5	245.4	247.0	551.0	11.4	True	TLN	T1LN4L5X0	t:1:4-l:19.027:5-l:19.027:5-l:19.027:5-l:19.027:1
18.7	46.7	1.28	0.007	19	5	239.4	241.0	513.0	10.4	True	TLN	T1LN4L5X0	t:1:2-l:19.027:5-l:19.027:5-l:19.027:5-l:19.027:1
10.4	42.4	1.33	0.008	39	5	323.5	328.0	920.0	14.5	True	TLN	T1LN4L5X0	t:1:19-l:19.027:6-l:19.027:6-l:19.027:6-l:19.027:1
10.7	41.7	1.33	0.008	34	5	308.5	313.0	825.0	14.0	True	TLN	T1LN4L5X0	t:1:14-l:19.027:6-l:19.027:6-l:19.027:6-l:19.027:1
11.3	42.3	1.33	0.008	29	5	293.5	298.0	730.0	13.4	True	TLN	T1LN4L5X0	t:1:9-l:19.027:6-l:19.027:6-l:19.027:6-l:19.027:1
13.4	42.4	1.33	0.008	24	5	278.5	283.0	635.0	12.2	True	TLN	T1LN4L5X0	t:1:4-l:19.027:6-l:19.027:6-l:19.027:6-l:19.027:1
17.2	45.2	1.33	0.008	22	5	272.5	277.0	597.0	11.2	True	TLN	T1LN4L5X0	t:1:2-l:19.027:6-l:19.027:6-l:19.027:6-l:19.027:1
9.3	41.3	1.39	0.009	42	5	355.7	364.0	1004.0	15.1	True	TLN	T1LN4L5X0	t:1:19-l:19.027:7-l:19.027:7-l:19.027:7-l:19.027:1
9.6	40.6	1.39	0.009	37	5	340.7	349.0	909.0	14.7	True	TLN	T1LN4L5X0	t:1:14-l:19.027:7-l:19.027:7-l:19.027:7-l:19.027:1
10.2	41.2	1.39	0.009	32	5	325.7	334.0	814.0	14.1	True	TLN	T1LN4L5X0	t:1:9-l:19.027:7-l:19.027:7-l:19.027:7-l:19.027:1
12.3	41.3	1.39	0.009	27	5	310.7	319.0	719.0	12.9	True	TLN	T1LN4L5X0	t:1:4-l:19.027:7-l:19.027:7-l:19.027:7-l:19.027:1
16.1	44.1	1.39	0.009	25	5	304.7	313.0	681.0	11.9	True	TLN	T1LN4L5X0	t:1:2-l:19.027:7-l:19.027:7-l:19.027:7-l:19.027:1
8.5	40.5	1.44	0.009	45	5	387.0	400.0	1088.0	15.7	True	TLN	T1LN4L5X0	t:1:19-l:19.027:8-l:19.027:8-l:19.027:8-l:19.027:1
8.8	39.8	1.44	0.009	40	5	372.0	385.0	993.0	15.3	True	TLN	T1LN4L5X0	t:1:14-l:19.027:8-l:19.027:8-l:19.027:8-l:19.027:1
9.4	40.4	1.44	0.009	35	5	357.0	370.0	898.0	14.6	True	TLN	T1LN4L5X0	t:1:9-l:19.027:8-l:19.027:8-l:19.027:8-l:19.027:1
11.5	40.5	1.44	0.009	30	5	342.0	355.0	803.0	13.5	True	TLN	T1LN4L5X0	t:1:4-l:19.027:8-l:19.027:8-l:19.027:8-l:19.027:1
15.3	43.3	1.44	0.009	28	5	336.0	349.0	765.0	12.5	True	TLN	T1LN4L5X0	t:1:2-l:19.027:8-l:19.027:8-l:19.027:8-l:19.027:1
35.4	59.4	1.08	0.004	25	5	159.4	158.0	526.0	7.7	True	TLN	T1LN2L5X1	t:1:19-l:26.908:2-l:26.908:1-l:13.454:1-l:13.454:1
35.8	58.8	1.08	0.004	20	5	144.4	143.0	431.0	7.3	True	TLN	T1LN2L5X1	t:1:14-l:26.908:2-l:26.908:1-l:13.454:1-l:13.454:1
36.7	59.7	1.08	0.004	15	5	129.4	128.0	336.0	6.6	True	TLN	T1LN2L5X1	t:1:9-l:26.908:2-l:26.908:1-l:13.454:1-l:13.454:1
39.7	60.7	1.08	0.004	10	5	114.4	113.0	241.0	5.5	False	TLN	T1LN2L5X1	t:1:4-l:26.908:2-l:26.908:1-l:13.454:1-l:13.454:1
45.1	65.1	1.08	0.004	8	5	108.4	107.0	203.0	4.5	False	TLN	T1LN2L5X1	t:1:2-l:26.908:2-l:26.908:1-l:13.454:1-l:13.454:1
29.8	54.8	1.1	0.005	26	5	171.8	170.0	554.0	8.3	True	TLN	T1LN2L5X1	t:1:19-l:32.955:3-l:32.955:1-l:10.985:1-l:10.985:1
30.2	54.2	1.1	0.005	21	5	156.8	155.0	459.0	7.9	True	TLN	T1LN2L5X1	t:1:14-l:32.955:3-l:32.955:1-l:10.985:1-l:10.985:1
31.3	55.3	1.1	0.005	16	5	141.8	140.0	364.0	7.2	True	TLN	T1LN2L5X1	t:1:9-l:32.955:3-l:32.955:1-l:10.985:1-l:10.985:1
35.0	57.0	1.1	0.005	11	5	126.8	125.0	269.0	6.1	True	TLN	T1LN2L5X1	t:1:4-l:32.955:3-l:32.955:1-l:10.985:1-l:10.985:1
41.5	62.5	1.1	0.005	9	5	120.8	119.0	231.0	5.1	True	TLN	T1LN2L5X1	t:1:2-l:32.955:3-l:32.955:1-l:10.985:1-l:10.985:1
26.4	51.4	1.12	0.005	27	5	181.1	179.0	579.0	8.7	True	TLN	T1LN2L5X1	t:1:19-l:38.056:4-l:38.056:1-l:9.514:1-l:9.514:1
27.0	51.0	1.12	0.005	22	5	166.1	164.0	484.0	8.3	True	TLN	T1LN2L5X1	t:1:14-l:38.056:4-l:38.056:1-l:9.514:1-l:9.514:1
28.2	52.2	1.12	0.005	17	5	151.1	149.0	389.0	7.6	True	TLN	T1LN2L5X1	t:1:9-l:38.056:4-l:38.056:1-l:9.514:1-l:9.514:1
32.4	54.4	1.12	0.005	12	5	136.1	134.0	294.0	6.5	True	TLN	T1LN2L5X1	t:1:4-l:38.056:4-l:38.056:1-l:9.514:1-l:9.514:1
40.1	61.1	1.12	0.005	10	5	130.1	128.0	256.0	5.5	True	TLN	T1LN2L5X1	t:1:2-l:38.056:4-l:38.056:1-l:9.514:1-l:9.514:1
24.2	50.2	1.13	0.005	28	5	190.4	188.0	604.0	9.0	True	TLN	T1LN2L5X1	t:1:19-l:42.545:5-l:42.545:1-l:8.509:1-l:8.509:1
24.9	49.9	1.13	0.005	23	5	175.4	173.0	509.0	8.6	True	TLN	T1LN2L5X1	t:1:14-l:42.545:5-l:42.545:1-l:8.509:1-l:8.509:1
26.2	51.2	1.13	0.005	18	5	160.4	158.0	414.0	8.0	True	TLN	T1LN2L5X1	t:1:9-l:42.545:5-l:42.545:1-l:8.509:1-l:8.509:1
30.9	53.9	1.13	0.005	13	5	145.4	143.0	319.0	6.8	True	TLN	T1LN2L5X1	t:1:4-l:42.545:5-l:42.545:1-l:8.509:1-l:8.509:1
39.4	61.4	1.13	0.005	11	5	139.4	137.0	281.0	5.8	True	TLN	T1LN2L5X1	t:1:2-l:42.545:5-l:42.545:1-l:8.509:1-l:8.509:1
22.6	48.6	1.15	0.005	29	5	201.6	199.0	631.0	9.3	True	TLN	T1LN2L5X1	t:1:19-l:46.608:6-l:46.608:1-l:7.768:1-l:7.768:1
23.3	48.3	1.15	0.005	24	5	186.6	184.0	536.0	8.9	True	TLN	T1LN2L5X1	t:1:14-l:46.608:6-l:46.608:1-l:7.768:1-l:7.768:1
24.8	49.8	1.15	0.005	19	5	171.6	169.0	441.0	8.2	True	TLN	T1LN2L5X1	t:1:9-l:46.608:6-l:46.608:1-l:7.768:1-l:7.768:1
30.0	53.0	1.15	0.005	14	5	156.6	154.0	346.0	7.1	True	TLN	T1LN2L5X1	t:1:4-l:46.608:6-l:46.608:1-l:7.768:1-l:7.768:1
39.3	61.3	1.15	0.005	12	5	150.6	148.0	308.0	6.1	True	TLN	T1LN2L5X1	t:1:2-l:46.608:6-l:46.608:1-l:7.768:1-l:7.768:1
21.4	47.4	1.16	0.006	30	5	210.8	208.0	656.0	9.5	True	TLN	T1LN2L5X1	t:1:19-l:50.344:7-l:50.344:1-l:7.192:1-l:7.192:1
22.1	47.1	1.16	0.006	25	5	195.8	193.0	561.0	9.1	False	TLN	T1LN2L5X1	t:1:14-l:50.344:7-l:50.344:1-l:7.192:1-l:7.192:1
23.7	48.7	1.16	0.006	20	5	180.8	178.0	466.0	8.4	True	TLN	T1LN2L5X1	t:1:9-l:50.344:7-l:50.344:1-l:7.192:1-l:7.192:1
29.3	52.3	1.16	0.006	15	5	165.8	163.0	371.0	7.3	True	TLN	T1LN2L5X1	t:1:4-l:50.344:7-l:50.344:1-l:7.192:1-l:7.192:1
39.4	61.4	1.16	0.006	13	5	159.8	157.0	333.0	6.3	True	TLN	T1LN2L5X1	t:1:2-l:50.344:7-l:50.344:1-l:7.192:1-l:7.192:1
20.4	46.4	1.17	0.006	31	5	220.0	217.0	681.0	9.7	False	TLN	T1LN2L5X1	t:1:19-l:53.816:8-l:53.816:1-l:6.727:1-l:6.727:1
21.2	46.2	1.17	0.006	26	5	205.0	202.0	586.0	9.3	False	TLN	T1LN2L5X1	t:1:14-l:53.816:8-l:53.816:1-l:6.727:1-l:6.727:1
22.9	47.9	1.17	0.006	21	5	190.0	187.0	491.0	8.6	True	TLN	T1LN2L5X1	t:1:9-l:53.816:8-l:53.816:1-l:6.727:1-l:6.727:1
28.9	51.9	1.17	0.006	16	5	175.0	172.0	396.0	7.5	True	TLN	T1LN2L5X1	t:1:4-l:53.816:8-l:53.816:1-l:6.727:1-l:6.727:1
39.7	61.7	1.17	0.006	14	5	169.0	166.0	358.0	6.5	True	TLN	T1LN2L5X1	t:1:2-l:53.816:8-l:53.816:1-l:6.727:1-l:6.727:1
30.1	55.1	1.1	0.005	26	5	172.7	171.0	555.0	8.7	True	TLN	T1LN3L5X1	t:1:19-l:22.628:2-l:22.628:2-l:22.628:1-l:11.314:1
30.4	54.4	1.1	0.005	21	5	157.7	156.0	460.0	8.3	True	TLN	T1LN3L5X1	t:1:14-l:22.628:2-l:22.628:2-l:22.628:1-l:11.314:1
31.2	55.2	1.1	0.005	16	5	142.7	141.0	365.0	7.6	True	TLN	T1LN3L5X1	t:1:9-l:22.628:2-l:22.628:2-l:22.628:1-l:11.314:1
33.7	55.7	1.1	0.005	11	5	127.7	126.0	270.0	6.5	False	TLN	T1LN3L5X1	t:1:4-l:22.628:2-l:22.628:2-l:22.628:1-l:11.314:1
38.2	59.2	1.1	0.005	9	5	121.7	120.0	232.0	5.5	True	TLN	T1LN3L5X1	t:1:2-l:22.628:2-l:22.628:2-l:22.628:1-l:11.314:1
23.1	50.1	1.13	0.005	28	5	194.3	192.0	608.0	9.9	True	TLN	T1LN3L5X1	t:1:19-l:25.041:3-l:25.041:3-l:25.041:1-l:8.347:1
23.5	49.5	1.13	0.005	23	5	179.3	177.0	513.0	9.4	True	TLN	T1LN3L5X1	t:1:14-l:25.041:3-l:25.041:3-l:25.041:1-l:8.347:1
24.3	50.3	1.13	0.005	18	5	164.3	162.0	418.0	8.8	True	TLN	T1LN3L5X1	t:1:9-l:25.041:3-l:25.041:3-l:25.041:1-l:8.347:1
27.0	51.0	1.13	0.005	13	5	149.3	147.0	323.0	7.6	True	TLN	T1LN3L5X1	t:1:4-l:25.041:3-l:25.041:3-l:25.041:1-l:8.347:1
32.0	55.0	1.13	0.005	11	5	143.3	141.0	285.0	6.6	True	TLN	T1LN3L5X1	t:1:2-l:25.041:3-l:25.041:3-l:25.041:1-l:8.347:1
19.3	46.3	1.17	0.006	30	5	216.8	214.0	662.0	10.7	True	TLN	T1LN3L5X1	t:1:19-l:26.908:4-l:26.908:4-l:26.908:1-l:6.727:1
19.7	45.7	1.17	0.006	25	5	201.8	199.0	567.0	10.3	False	TLN	T1LN3L5X1	t:1:14-l:26.908:4-l:26.908:4-l:26.908:1-l:6.727:1
20.5	46.5	1.17	0.006	20	5	186.8	184.0	472.0	9.6	False	TLN	T1LN3L5X1	t:1:9-l:26.908:4-l:26.908:4-l:26.908:1-l:6.727:1
23.5	47.5	1.17	0.006	15	5	171.8	169.0	377.0	8.5	True	TLN	T1LN3L5X1	t:1:4-l:26.908:4-l:26.908:4-l:26.908:1-l:6.727:1
28.9	51.9	1.17	0.006	13	5	165.8	163.0	339.0	7.5	True	TLN	T1LN3L5X1	t:1:2-l:26.908:4-l:26.908:4-l:26.908:1-l:6.727:1
16.9	45.9	1.21	0.006	32	5	238.1	235.0	715.0	11.4	False	TLN	T1LN3L5X1	t:1:19-l:28.450:5-l:28.450:5-l:28.450:1-l:5.690:1
17.3	45.3	1.21	0.006	27	5	223.1	220.0	620.0	10.9	False	TLN	T1LN3L5X1	t:1:14-l:28.450:5-l:28.450:5-l:28.450:1-l:5.690:1
18.2	46.2	1.21	0.006	22	5	208.1	205.0	525.0	10.3	False	TLN	T1LN3L5X1	t:1:9-l:28.450:5-l:28.450:5-l:28.450:1-l:5.690:1
21.3	47.3	1.21	0.006	17	5	193.1	190.0	430.0	9.1	True	TLN	T1LN3L5X1	t:1:4-l:28.450:5-l:28.450:5-l:28.450:1-l:5.690:1
27.0	52.0	1.21	0.006	15	5	187.1	184.0	392.0	8.1	True	TLN	T1LN3L5X1	t:1:2-l:28.450:5-l:28.450:5-l:28.450:1-l:5.690:1
15.2	44.2	1.24	0.007	34	5	259.3	256.0	768.0	11.9	True	TLN	T1LN3L5X1	t:1:19-l:29.778:6-l:29.778:6-l:29.778:1-l:4.963:1
15.6	43.6	1.24	0.007	29	5	244.3	241.0	673.0	11.4	False	TLN	T1LN3L5X1	t:1:14-l:29.778:6-l:29.778:6-l:29.778:1-l:4.963:1
16.6	44.6	1.24	0.007	24	5	229.3	226.0	578.0	10.8	False	TLN	T1LN3L5X1	t:1:9-l:29.778:6-l:29.778:6-l:29.778:1-l:4.963:1
19.9	45.9	1.24	0.007	19	5	214.3	211.0	483.0	9.6	True	TLN	T1LN3L5X1	t:1:4-l:29.778:6-l:29.778:6-l:29.778:1-l:4.963:1
25.8	50.8	1.24	0.007	17	5	208.3	205.0	445.0	8.6	True	TLN	T1LN3L5X1	t:1:2-l:29.778:6-l:29.778:6-l:29.778:1-l:4.963:1
13.9	42.9	1.28	0.007	36	5	280.3	277.0	821.0	12.3	False	TLN	T1LN3L5X1	t:1:19-l:30.947:7-l:30.947:7-l:30.947:1-l:4.421:1
14.4	42.4	1.28	0.007	31	5	265.3	262.0	726.0	11.9	False	TLN	T1LN3L5X1	t:1:14-l:30.947:7-l:30.947:7-l:30.947:1-l:4.421:1
15.4	43.4	1.28	0.007	26	5	250.3	247.0	631.0	11.3	False	TLN	T1LN3L5X1	t:1:9-l:30.947:7-l:30.947:7-l:30.947:1-l:4.421:1
18.8	44.8	1.28	0.007	21	5	235.3	232.0	536.0	10.1	True	TLN	T1LN3L5X1	t:1:4-l:30.947:7-l:30.947:7-l:30.947:1-l:4.421:1
25.0	50.0	1.28	0.007	19	5	229.3	226.0	498.0	9.1	True	TLN	T1LN3L5X1	t:1:2-l:30.947:7-l:30.947:7-l:30.947:1-l:4.421:1
12.9	41.9	1.31	0.008	38	5	301.2	298.0	874.0	12.7	False	TLN	T1LN3L5X1	t:1:19-l:32.000:8-l:32.000:8-l:32.000:1-l:4.000:1
13.4	41.4	1.31	0.008	33	5	286.2	283.0	779.0	12.3	False	TLN	T1LN3L5X1	t:1:14-l:32.000:8-l:32.000:8-l:32.000:1-l:4.000:1
14.4	42.4	1.31	0.008	28	5	271.2	268.0	684.0	11.6	False	TLN	T1LN3L5X1	t:1:9-l:32.000:8-l:32.000:8-l:32.000:1-l:4.000:1
18.0	44.0	1.31	0.008	23	5	256.2	253.0	589.0	10.5	True	TLN	T1LN3L5X1	t:1:4-l:32.000:8-l:32.000:8-l:32.000:1-l:4.000:1
24.4	49.4	1.31	0.008	21	5	250.2	247.0	551.0	9.5	True	TLN	T1LN3L5X1	t:1:2-l:32.000:8-l:32.000:8-l:32.000:1-l:4.000:1
25.6	51.6	1.11	0.005	27	5	186.0	184.0	584.0	9.7	True	TLN	T1LN4L5X1	t:1:19-l:19.028:2-l:19.028:2-l:19.028:2-l:19.028:1
25.9	50.9	1.11	0.005	22	5	171.0	169.0	489.0	9.3	True	TLN	T1LN4L5X1	t:1:14-l:19.028:2-l:19.028:2-l:19.028:2-l:19.028:1
26.5	51.5	1.11	0.005	17	5	156.0	154.0	394.0	8.6	True	TLN	T1LN4L5X1	t:1:9-l:19.028:2-l:19.028:2-l:19.028:2-l:19.028:1
28.6	51.6	1.11	0.005	12	5	141.0	139.0	299.0	7.5	True	TLN	T1LN4L5X1	t:1:4-l:19.028:2-l:19.028:2-l:19.028:2-l:19.028:1
32.4	54.4	1.11	0.005	10	5	135.0	133.0	261.0	6.5	True	TLN	T1LN4L5X1	t:1:2-l:19.028:2-l:19.028:2-l:19.028:2-l:19.028:1
18.0	47.0	1.17	0.006	30	5	221.7	220.0	668.0	11.5	True	TLN	T1LN4L5X1	t:1:19-l:19.026:3-l:19.026:3-l:19.026:3-l:19.026:1
18.3	46.3	1.17	0.006	25	5	206.7	205.0	573.0	11.0	True	TLN	T1LN4L5X1	t:1:14-l:19.026:3-l:19.026:3-l:19.026:3-l:19.026:1
18.9	46.9	1.17	0.006	20	5	191.7	190.0	478.0	10.4	True	TLN	T1LN4L5X1	t:1:9-l:19.026:3-l:19.026:3-l:19.026:3-l:19.026:1
21.0	47.0	1.17	0.006	15	5	176.7	175.0	383.0	9.2	True	TLN	T1LN4L5X1	t:1:4-l:19.026:3-l:19.026:3-l:19.026:3-l:19.026:1
24.8	49.8	1.17	0.006	13	5	170.7	169.0	345.0	8.2	True	TLN	T1LN4L5X1	t:1:2-l:19.026:3-l:19.026:3-l:19.026:3-l:19.026:1
14.2	43.2	1.22	0.006	33	5	256.5	256.0	752.0	12.7	True	TLN	T1LN4L5X1	t:1:19-l:19.028:4-l:19.028:4-l:19.028:4-l:19.028:1
14.5	42.5	1.22	0.006	28	5	241.5	241.0	657.0	12.3	True	TLN	T1LN4L5X1	t:1:14-l:19.028:4-l:19.028:4-l:19.028:4-l:19.028:1
15.1	43.1	1.22	0.006	23	5	226.5	226.0	562.0	11.6	True	TLN	T1LN4L5X1	t:1:9-l:19.028:4-l:19.028:4-l:19.028:4-l:19.028:1
17.2	43.2	1.22	0.006	18	5	211.5	211.0	467.0	10.5	True	TLN	T1LN4L5X1	t:1:4-l:19.028:4-l:19.028:4-l:19.028:4-l:19.028:1
21.0	46.0	1.22	0.006	16	5	205.5	205.0	429.0	9.5	True	TLN	T1LN4L5X1	t:1:2-l:19.028:4-l:19.028:4-l:19.028:4-l:19.028:1
11.9	43.9	1.28	0.007	36	5	290.4	292.0	836.0	13.7	True	TLN	T1LN4L5X1	t:1:19-l:19.025:5-l:19.025:5-l:19.025:5-l:19.025:1
12.2	43.2	1.28	0.007	31	5	275.4	277.0	741.0	13.2	True	TLN	T1LN4L5X1	t:1:14-l:19.025:5-l:19.025:5-l:19.025:5-l:19.025:1
12.8	43.8	1.28	0.007	26	5	260.4	262.0	646.0	12.6	True	TLN	T1LN4L5X1	t:1:9-l:19.025:5-l:19.025:5-l:19.025:5-l:19.025:1
14.9	43.9	1.28	0.007	21	5	245.4	247.0	551.0	11.4	True	TLN	T1LN4L5X1	t:1:4-l:19.025:5-l:19.025:5-l:19.025:5-l:19.025:1
18.7	46.7	1.28	0.007	19	5	239.4	241.0	513.0	10.4	True	TLN	T1LN4L5X1	t:1:2-l:19.025:5-l:19.025:5-l:19.025:5-l:19.025:1
10.4	42.4	1.33	0.008	39	5	323.5	328.0	920.0	14.5	True	TLN	T1LN4L5X1	t:1:19-l:19.026:6-l:19.026:6-l:19.026:6-l:19.026:1
10.7	41.7	1.33	0.008	34	5	308.5	313.0	825.0	14.0	True	TLN	T1LN4L5X1	t:1:14-l:19.026:6-l:19.026:6-l:19.026:6-l:19.026:1
11.3	42.3	1.33	0.008	29	5	293.5	298.0	730.0	13.4	True	TLN	T1LN4L5X1	t:1:9-l:19.026:6-l:19.026:6-l:19.026:6-l:19.026:1
13.4	42.4	1.33	0.008	24	5	278.5	283.0	635.0	12.2	True	TLN	T1LN4L5X1	t:1:4-l:19.026:6-l:19.026:6-l:19.026:6-l:19.026:1
17.2	45.2	1.33	0.008	22	5	272.5	277.0	597.0	11.2	True	TLN	T1LN4L5X1	t:1:2-l:19.026:6-l:19.026:6-l:19.026:6-l:19.026:1
9.3	41.3	1.39	0.009	42	5	355.7	364.0	1004.0	15.1	True	TLN	T1LN4L5X1	t:1:19-l:19.026:7-l:19.026:7-l:19.026:7-l:19.026:1
9.6	40.6	1.39	0.009	37	5	340.7	349.0	909.0	14.7	True	TLN	T1LN4L5X1	t:1:14-l:19.026:7-l:19.026:7-l:19.026:7-l:19.026:1
10.2	41.2	1.39	0.009	32	5	325.7	334.0	814.0	14.1	True	TLN	T1LN4L5X1	t:1:9-l:19.026:7-l:19.026:7-l:19.026:7-l:19.026:1
12.3	41.3	1.39	0.009	27	5	310.7	319.0	719.0	12.9	True	TLN	T1LN4L5X1	t:1:4-l:19.026:7-l:19.026:7-l:19.026:7-l:19.026:1
16.1	44.1	1.39	0.009	25	5	304.7	313.0	681.0	11.9	True	TLN	T1LN4L5X1	t:1:2-l:19.026:7-l:19.026:7-l:19.026:7-l:19.026:1
8.5	40.5	1.44	0.009	45	5	387.0	400.0	1088.0	15.7	True	TLN	T1LN4L5X1	t:1:19-l:19.024:8-l:19.024:8-l:19.024:8-l:19.024:1
8.8	39.8	1.44	0.009	40	5	372.0	385.0	993.0	15.3	True	TLN	T1LN4L5X1	t:1:14-l:19.024:8-l:19.024:8-l:19.024:8-l:19.024:1
9.4	40.4	1.44	0.009	35	5	357.0	370.0	898.0	14.6	True	TLN	T1LN4L5X1	t:1:9-l:19.024:8-l:19.024:8-l:19.024:8-l:19.024:1
11.5	40.5	1.44	0.009	30	5	342.0	355.0	803.0	13.5	True	TLN	T1LN4L5X1	t:1:4-l:19.024:8-l:19.024:8-l:19.024:8-l:19.024:1
